,country,year,sex,age,suicides_no,population,suicides.100k.pop,gdp_for_year,gdp_per_capita,generation,continent
20371,South Korea,1996,female,15-24 years,367,4070800,9.02,5.98E+11,14071,Generation X,Asia
20372,South Korea,1996,female,35-54 years,532,5968300,8.91,5.98E+11,14071,Boomers,Asia
20373,South Korea,1996,female,5-14 years,44,3272200,1.34,5.98E+11,14071,Millenials,Asia
20374,South Korea,1996,male,5-14 years,35,3573700,0.98,5.98E+11,14071,Millenials,Asia
20375,South Korea,1997,male,75+ years,198,296400,66.8,5.58E+11,12978,G.I. Generation,Asia
20376,South Korea,1997,male,55-74 years,868,2438200,35.6,5.58E+11,12978,Silent,Asia
20377,South Korea,1997,female,75+ years,173,647600,26.71,5.58E+11,12978,G.I. Generation,Asia
20378,South Korea,1997,male,35-54 years,1656,6387700,25.92,5.58E+11,12978,Boomers,Asia
20379,South Korea,1997,male,25-34 years,881,4602700,19.14,5.58E+11,12978,Generation X,Asia
20380,South Korea,1997,male,15-24 years,528,4231500,12.48,5.58E+11,12978,Generation X,Asia
20381,South Korea,1997,female,55-74 years,341,3087800,11.04,5.58E+11,12978,Silent,Asia
20382,South Korea,1997,female,25-34 years,458,4358400,10.51,5.58E+11,12978,Generation X,Asia
20383,South Korea,1997,female,35-54 years,535,6163400,8.68,5.58E+11,12978,Boomers,Asia
20384,South Korea,1997,female,15-24 years,321,4021600,7.98,5.58E+11,12978,Generation X,Asia
20385,South Korea,1997,female,5-14 years,34,3201300,1.06,5.58E+11,12978,Millenials,Asia
20386,South Korea,1997,male,5-14 years,31,3519500,0.88,5.58E+11,12978,Millenials,Asia
20387,South Korea,1998,male,75+ years,258,316200,81.59,3.74E+11,8624,G.I. Generation,Asia
20388,South Korea,1998,male,55-74 years,1398,2550700,54.81,3.74E+11,8624,Silent,Asia
20389,South Korea,1998,male,35-54 years,2644,6568200,40.25,3.74E+11,8624,Boomers,Asia
20390,South Korea,1998,female,75+ years,230,684600,33.6,3.74E+11,8624,G.I. Generation,Asia
20391,South Korea,1998,male,25-34 years,1240,4604300,26.93,3.74E+11,8624,Generation X,Asia
20392,South Korea,1998,male,15-24 years,629,4166000,15.1,3.74E+11,8624,Generation X,Asia
20393,South Korea,1998,female,55-74 years,479,3195400,14.99,3.74E+11,8624,Silent,Asia
20394,South Korea,1998,female,25-34 years,533,4381500,12.16,3.74E+11,8624,Generation X,Asia
20395,South Korea,1998,female,35-54 years,714,6323400,11.29,3.74E+11,8624,Boomers,Asia
20396,South Korea,1998,female,15-24 years,371,3956800,9.38,3.74E+11,8624,Generation X,Asia
20397,South Korea,1998,female,5-14 years,42,3153700,1.33,3.74E+11,8624,Millenials,Asia
20398,South Korea,1998,male,5-14 years,31,3494900,0.89,3.74E+11,8624,Millenials,Asia
20399,South Korea,1999,male,75+ years,252,332800,75.72,4.85E+11,11074,G.I. Generation,Asia
20400,South Korea,1999,male,55-74 years,1201,2634700,45.58,4.85E+11,11074,Silent,Asia
20401,South Korea,1999,male,35-54 years,2087,6758500,30.88,4.85E+11,11074,Boomers,Asia
20402,South Korea,1999,female,75+ years,213,712800,29.88,4.85E+11,11074,G.I. Generation,Asia
20403,South Korea,1999,male,25-34 years,901,4611200,19.54,4.85E+11,11074,Generation X,Asia
20404,South Korea,1999,female,55-74 years,464,3280700,14.14,4.85E+11,11074,Silent,Asia
20405,South Korea,1999,male,15-24 years,496,4071500,12.18,4.85E+11,11074,Generation X,Asia
20406,South Korea,1999,female,35-54 years,683,6497300,10.51,4.85E+11,11074,Boomers,Asia
20407,South Korea,1999,female,25-34 years,411,4405400,9.33,4.85E+11,11074,Generation X,Asia
20408,South Korea,1999,female,15-24 years,306,3859400,7.93,4.85E+11,11074,Generation X,Asia
20409,South Korea,1999,female,5-14 years,30,3143200,0.95,4.85E+11,11074,Millenials,Asia
20410,South Korea,1999,male,5-14 years,31,3509800,0.88,4.85E+11,11074,Millenials,Asia
20411,South Korea,2000,male,75+ years,282,346040,81.49,5.62E+11,12686,G.I. Generation,Asia
20412,South Korea,2000,male,55-74 years,1133,2714103,41.74,5.62E+11,12686,Silent,Asia
20413,South Korea,2000,female,75+ years,238,737452,32.27,5.62E+11,12686,G.I. Generation,Asia
20414,South Korea,2000,male,35-54 years,1890,6980476,27.08,5.62E+11,12686,Boomers,Asia
20415,South Korea,2000,male,25-34 years,748,4584802,16.31,5.62E+11,12686,Generation X,Asia
20416,South Korea,2000,female,55-74 years,481,3355684,14.33,5.62E+11,12686,Silent,Asia
20417,South Korea,2000,male,15-24 years,408,3982626,10.24,5.62E+11,12686,Generation X,Asia
20418,South Korea,2000,female,35-54 years,616,6714173,9.17,5.62E+11,12686,Boomers,Asia
20419,South Korea,2000,female,25-34 years,353,4386309,8.05,5.62E+11,12686,Generation X,Asia
20420,South Korea,2000,female,15-24 years,265,3767475,7.03,5.62E+11,12686,Generation X,Asia
20421,South Korea,2000,male,5-14 years,20,3544949,0.56,5.62E+11,12686,Millenials,Asia
20422,South Korea,2000,female,5-14 years,10,3157654,0.32,5.62E+11,12686,Millenials,Asia
20423,South Korea,2001,male,75+ years,328,359104,91.34,5.33E+11,11922,Silent,Asia
20424,South Korea,2001,male,55-74 years,1331,2796018,47.6,5.33E+11,11922,Silent,Asia
20425,South Korea,2001,female,75+ years,306,766768,39.91,5.33E+11,11922,Silent,Asia
20426,South Korea,2001,male,35-54 years,1989,7195715,27.64,5.33E+11,11922,Boomers,Asia
20427,South Korea,2001,male,25-34 years,835,4535491,18.41,5.33E+11,11922,Generation X,Asia
20428,South Korea,2001,female,55-74 years,520,3424102,15.19,5.33E+11,11922,Silent,Asia
20429,South Korea,2001,female,35-54 years,640,6918865,9.25,5.33E+11,11922,Boomers,Asia
20430,South Korea,2001,male,15-24 years,356,3912425,9.1,5.33E+11,11922,Millenials,Asia
20431,South Korea,2001,female,25-34 years,344,4355767,7.9,5.33E+11,11922,Generation X,Asia
20432,South Korea,2001,female,15-24 years,228,3688341,6.18,5.33E+11,11922,Millenials,Asia
20433,South Korea,2001,female,5-14 years,21,3180198,0.66,5.33E+11,11922,Millenials,Asia
20434,South Korea,2001,male,5-14 years,13,3578071,0.36,5.33E+11,11922,Millenials,Asia
20435,South Korea,2002,male,75+ years,489,374816,130.46,6.09E+11,13501,Silent,Asia
20436,South Korea,2002,female,75+ years,491,801199,61.28,6.09E+11,13501,Silent,Asia
20437,South Korea,2002,male,55-74 years,1648,2906720,56.7,6.09E+11,13501,Silent,Asia
20438,South Korea,2002,male,35-54 years,2444,7370094,33.16,6.09E+11,13501,Boomers,Asia
20439,South Korea,2002,male,25-34 years,970,4480596,21.65,6.09E+11,13501,Generation X,Asia
20440,South Korea,2002,female,55-74 years,664,3519055,18.87,6.09E+11,13501,Silent,Asia
20441,South Korea,2002,female,35-54 years,845,7092799,11.91,6.09E+11,13501,Boomers,Asia
20442,South Korea,2002,male,15-24 years,374,3836446,9.75,6.09E+11,13501,Millenials,Asia
20443,South Korea,2002,female,25-34 years,401,4314215,9.29,6.09E+11,13501,Generation X,Asia
20444,South Korea,2002,female,15-24 years,254,3602297,7.05,6.09E+11,13501,Millenials,Asia
20445,South Korea,2002,female,5-14 years,17,3205108,0.53,6.09E+11,13501,Millenials,Asia
20446,South Korea,2002,male,5-14 years,14,3606696,0.39,6.09E+11,13501,Millenials,Asia
20447,South Korea,2003,male,75+ years,674,394465,170.86,6.81E+11,14971,Silent,Asia
20448,South Korea,2003,male,55-74 years,2239,3032808,73.83,6.81E+11,14971,Silent,Asia
20449,South Korea,2003,female,75+ years,601,843447,71.26,6.81E+11,14971,Silent,Asia
20450,South Korea,2003,male,35-54 years,3005,7532153,39.9,6.81E+11,14971,Boomers,Asia
20451,South Korea,2003,male,25-34 years,1086,4394597,24.71,6.81E+11,14971,Generation X,Asia
20452,South Korea,2003,female,55-74 years,855,3624827,23.59,6.81E+11,14971,Silent,Asia
20453,South Korea,2003,female,35-54 years,1091,7273425,15,6.81E+11,14971,Boomers,Asia
20454,South Korea,2003,male,15-24 years,495,3769703,13.13,6.81E+11,14971,Millenials,Asia
20455,South Korea,2003,female,25-34 years,503,4221700,11.91,6.81E+11,14971,Generation X,Asia
20456,South Korea,2003,female,15-24 years,316,3526768,8.96,6.81E+11,14971,Millenials,Asia
20457,South Korea,2003,female,5-14 years,18,3221172,0.56,6.81E+11,14971,Millenials,Asia
20458,South Korea,2003,male,5-14 years,15,3620823,0.41,6.81E+11,14971,Millenials,Asia
20459,South Korea,2004,male,75+ years,722,417832,172.8,7.65E+11,16708,Silent,Asia
20460,South Korea,2004,male,55-74 years,2574,3153226,81.63,7.65E+11,16708,Silent,Asia
20461,South Korea,2004,female,75+ years,695,890935,78.01,7.65E+11,16708,Silent,Asia
20462,South Korea,2004,male,35-54 years,3227,7713408,41.84,7.65E+11,16708,Boomers,Asia
20463,South Korea,2004,female,55-74 years,969,3722261,26.03,7.65E+11,16708,Silent,Asia
20464,South Korea,2004,male,25-34 years,912,4306280,21.18,7.65E+11,16708,Generation X,Asia
20465,South Korea,2004,female,35-54 years,1154,7465643,15.46,7.65E+11,16708,Boomers,Asia
20466,South Korea,2004,female,25-34 years,496,4130154,12.01,7.65E+11,16708,Generation X,Asia
20467,South Korea,2004,male,15-24 years,423,3697288,11.44,7.65E+11,16708,Millenials,Asia
20468,South Korea,2004,female,15-24 years,277,3443539,8.04,7.65E+11,16708,Millenials,Asia
20469,South Korea,2004,female,5-14 years,22,3222667,0.68,7.65E+11,16708,Millenials,Asia
20470,South Korea,2004,male,5-14 years,21,3616737,0.58,7.65E+11,16708,Millenials,Asia
20471,South Korea,2005,male,75+ years,780,442349,176.33,8.98E+11,19460,Silent,Asia
20472,South Korea,2005,male,55-74 years,2680,3271489,81.92,8.98E+11,19460,Silent,Asia
20473,South Korea,2005,female,75+ years,700,942895,74.24,8.98E+11,19460,Silent,Asia
20474,South Korea,2005,male,35-54 years,3109,7909318,39.31,8.98E+11,19460,Boomers,Asia
20475,South Korea,2005,female,55-74 years,986,3815878,25.84,8.98E+11,19460,Silent,Asia
20476,South Korea,2005,male,25-34 years,1010,4254877,23.74,8.98E+11,19460,Generation X,Asia
20477,South Korea,2005,female,25-34 years,679,4080577,16.64,8.98E+11,19460,Generation X,Asia
20478,South Korea,2005,female,35-54 years,1179,7663628,15.38,8.98E+11,19460,Boomers,Asia
20479,South Korea,2005,female,15-24 years,421,3334069,12.63,8.98E+11,19460,Millenials,Asia
20480,South Korea,2005,male,15-24 years,426,3606285,11.81,8.98E+11,19460,Millenials,Asia
20481,South Korea,2005,female,5-14 years,20,3223612,0.62,8.98E+11,19460,Millenials,Asia
20482,South Korea,2005,male,5-14 years,21,3606907,0.58,8.98E+11,19460,Millenials,Asia
20483,South Korea,2006,male,75+ years,722,466922,154.63,1.01E+12,21753,Silent,Asia
20484,South Korea,2006,male,55-74 years,2506,3379258,74.16,1.01E+12,21753,Silent,Asia
20485,South Korea,2006,female,75+ years,700,995303,70.33,1.01E+12,21753,Silent,Asia
20486,South Korea,2006,male,35-54 years,2878,8129944,35.4,1.01E+12,21753,Boomers,Asia
20487,South Korea,2006,female,55-74 years,895,3899641,22.95,1.01E+12,21753,Silent,Asia
20488,South Korea,2006,male,25-34 years,764,4206010,18.16,1.01E+12,21753,Generation X,Asia
20489,South Korea,2006,female,35-54 years,1036,7878811,13.15,1.01E+12,21753,Boomers,Asia
20490,South Korea,2006,female,25-34 years,490,4032326,12.15,1.01E+12,21753,Generation X,Asia
20491,South Korea,2006,male,15-24 years,342,3529544,9.69,1.01E+12,21753,Millenials,Asia
20492,South Korea,2006,female,15-24 years,285,3240878,8.79,1.01E+12,21753,Millenials,Asia
20493,South Korea,2006,female,5-14 years,20,3194081,0.63,1.01E+12,21753,Millenials,Asia
20494,South Korea,2006,male,5-14 years,15,3561246,0.42,1.01E+12,21753,Millenials,Asia
20495,South Korea,2007,male,75+ years,860,497517,172.86,1.12E+12,23982,Silent,Asia
20496,South Korea,2007,male,55-74 years,2553,3510578,72.72,1.12E+12,23982,Silent,Asia
20497,South Korea,2007,female,75+ years,743,1052764,70.58,1.12E+12,23982,Silent,Asia
20498,South Korea,2007,male,35-54 years,2902,8320051,34.88,1.12E+12,23982,Boomers,Asia
20499,South Korea,2007,female,55-74 years,984,4009684,24.54,1.12E+12,23982,Silent,Asia
20500,South Korea,2007,male,25-34 years,997,4158963,23.97,1.12E+12,23982,Generation X,Asia
20501,South Korea,2007,female,25-34 years,908,3988315,22.77,1.12E+12,23982,Generation X,Asia
20502,South Korea,2007,female,35-54 years,1297,8058659,16.09,1.12E+12,23982,Boomers,Asia
20503,South Korea,2007,female,15-24 years,467,3173279,14.72,1.12E+12,23982,Millenials,Asia
20504,South Korea,2007,male,15-24 years,410,3478791,11.79,1.12E+12,23982,Millenials,Asia
20505,South Korea,2007,female,5-14 years,28,3108585,0.9,1.12E+12,23982,Generation Z,Asia
20506,South Korea,2007,male,5-14 years,25,3457021,0.72,1.12E+12,23982,Generation Z,Asia
20507,South Korea,2008,male,75+ years,828,534462,154.92,1.00E+12,21278,Silent,Asia
20508,South Korea,2008,male,55-74 years,2686,3658864,73.41,1.00E+12,21278,Silent,Asia
20509,South Korea,2008,female,75+ years,755,1118039,67.53,1.00E+12,21278,Silent,Asia
20510,South Korea,2008,male,35-54 years,3265,8479364,38.51,1.00E+12,21278,Boomers,Asia
20511,South Korea,2008,female,25-34 years,943,3931977,23.98,1.00E+12,21278,Generation X,Asia
20512,South Korea,2008,male,25-34 years,977,4106089,23.79,1.00E+12,21278,Generation X,Asia
20513,South Korea,2008,female,55-74 years,964,4138869,23.29,1.00E+12,21278,Silent,Asia
20514,South Korea,2008,female,35-54 years,1500,8209985,18.27,1.00E+12,21278,Boomers,Asia
20515,South Korea,2008,male,15-24 years,481,3456651,13.92,1.00E+12,21278,Millenials,Asia
20516,South Korea,2008,female,15-24 years,410,3128527,13.11,1.00E+12,21278,Millenials,Asia
20517,South Korea,2008,female,5-14 years,26,3008336,0.86,1.00E+12,21278,Generation Z,Asia
20518,South Korea,2008,male,5-14 years,23,3330584,0.69,1.00E+12,21278,Generation Z,Asia
20519,South Korea,2009,male,75+ years,1006,578635,173.86,9.02E+11,19036,Silent,Asia
20520,South Korea,2009,male,55-74 years,3025,3806592,79.47,9.02E+11,19036,Silent,Asia
20521,South Korea,2009,female,75+ years,920,1191463,77.22,9.02E+11,19036,Silent,Asia
20522,South Korea,2009,male,35-54 years,4048,8621339,46.95,9.02E+11,19036,Boomers,Asia
20523,South Korea,2009,male,25-34 years,1260,4022361,31.32,9.02E+11,19036,Generation X,Asia
20524,South Korea,2009,female,25-34 years,1121,3844207,29.16,9.02E+11,19036,Generation X,Asia
20525,South Korea,2009,female,55-74 years,1152,4264449,27.01,9.02E+11,19036,Silent,Asia
20526,South Korea,2009,female,35-54 years,1780,8350429,21.32,9.02E+11,19036,Boomers,Asia
20527,South Korea,2009,male,15-24 years,549,3472834,15.81,9.02E+11,19036,Millenials,Asia
20528,South Korea,2009,female,15-24 years,460,3120462,14.74,9.02E+11,19036,Millenials,Asia
20529,South Korea,2009,female,5-14 years,42,2908040,1.44,9.02E+11,19036,Generation Z,Asia
20530,South Korea,2009,male,5-14 years,39,3199206,1.22,9.02E+11,19036,Generation Z,Asia
20531,South Korea,2010,male,75+ years,1152,631853,182.32,1.09E+12,22994,Silent,Asia
20532,South Korea,2010,male,55-74 years,3298,3986626,82.73,1.09E+12,22994,Silent,Asia
20533,South Korea,2010,female,75+ years,914,1275018,71.69,1.09E+12,22994,Silent,Asia
20534,South Korea,2010,male,35-54 years,4050,8681362,46.65,1.09E+12,22994,Generation X,Asia
20535,South Korea,2010,male,25-34 years,1301,3936496,33.05,1.09E+12,22994,Generation X,Asia
20536,South Korea,2010,female,55-74 years,1200,4424476,27.12,1.09E+12,22994,Silent,Asia
20537,South Korea,2010,female,25-34 years,972,3756347,25.88,1.09E+12,22994,Generation X,Asia
20538,South Korea,2010,female,35-54 years,1745,8411310,20.75,1.09E+12,22994,Generation X,Asia
20539,South Korea,2010,male,15-24 years,493,3509674,14.05,1.09E+12,22994,Millenials,Asia
20540,South Korea,2010,female,15-24 years,372,3137470,11.86,1.09E+12,22994,Millenials,Asia
20541,South Korea,2010,female,5-14 years,34,2793259,1.22,1.09E+12,22994,Generation Z,Asia
20542,South Korea,2010,male,5-14 years,27,3054724,0.88,1.09E+12,22994,Generation Z,Asia
20543,South Korea,2011,male,75+ years,1276,688365,185.37,1.20E+12,25157,Silent,Asia
20544,South Korea,2011,male,55-74 years,3393,4177826,81.21,1.20E+12,25157,Boomers,Asia
20545,South Korea,2011,female,75+ years,894,1360809,65.7,1.20E+12,25157,Silent,Asia
20546,South Korea,2011,male,35-54 years,4255,8696946,48.93,1.20E+12,25157,Generation X,Asia
20547,South Korea,2011,male,25-34 years,1384,3868804,35.77,1.20E+12,25157,Millenials,Asia
20548,South Korea,2011,female,55-74 years,1178,4598818,25.62,1.20E+12,25157,Boomers,Asia
20549,South Korea,2011,female,25-34 years,901,3682791,24.47,1.20E+12,25157,Millenials,Asia
20550,South Korea,2011,female,35-54 years,1694,8426582,20.1,1.20E+12,25157,Generation X,Asia
20551,South Korea,2011,male,15-24 years,528,3543608,14.9,1.20E+12,25157,Millenials,Asia
20552,South Korea,2011,female,15-24 years,347,3161440,10.98,1.20E+12,25157,Millenials,Asia
20553,South Korea,2011,male,5-14 years,30,2914466,1.03,1.20E+12,25157,Generation Z,Asia
20554,South Korea,2011,female,5-14 years,26,2677562,0.97,1.20E+12,25157,Generation Z,Asia
20555,South Korea,2012,male,75+ years,1137,745816,152.45,1.22E+12,25464,Silent,Asia
20556,South Korea,2012,male,55-74 years,3039,4379584,69.39,1.22E+12,25464,Boomers,Asia
20557,South Korea,2012,female,75+ years,887,1444622,61.4,1.22E+12,25464,Silent,Asia
20558,South Korea,2012,male,35-54 years,3732,8693747,42.93,1.22E+12,25464,Generation X,Asia
20559,South Korea,2012,male,25-34 years,1210,3795994,31.88,1.22E+12,25464,Millenials,Asia
20560,South Korea,2012,female,55-74 years,1060,4778393,22.18,1.22E+12,25464,Boomers,Asia
20561,South Korea,2012,female,25-34 years,733,3604570,20.34,1.22E+12,25464,Millenials,Asia
20562,South Korea,2012,female,35-54 years,1539,8431939,18.25,1.22E+12,25464,Generation X,Asia
20563,South Korea,2012,male,15-24 years,475,3573502,13.29,1.22E+12,25464,Millenials,Asia
20564,South Korea,2012,female,15-24 years,299,3188031,9.38,1.22E+12,25464,Millenials,Asia
20565,South Korea,2012,male,5-14 years,28,2802575,1,1.22E+12,25464,Generation Z,Asia
20566,South Korea,2012,female,5-14 years,20,2582212,0.77,1.22E+12,25464,Generation Z,Asia
20567,South Korea,2013,male,75+ years,1191,806960,147.59,1.31E+12,27060,Silent,Asia
20568,South Korea,2013,male,55-74 years,3136,4595358,68.24,1.31E+12,27060,Boomers,Asia
20569,South Korea,2013,female,75+ years,816,1531049,53.3,1.31E+12,27060,Silent,Asia
20570,South Korea,2013,male,35-54 years,4112,8662051,47.47,1.31E+12,27060,Generation X,Asia
20571,South Korea,2013,male,25-34 years,1126,3731895,30.17,1.31E+12,27060,Millenials,Asia
20572,South Korea,2013,female,55-74 years,1004,4970200,20.2,1.31E+12,27060,Boomers,Asia
20573,South Korea,2013,female,25-34 years,698,3536920,19.73,1.31E+12,27060,Millenials,Asia
20574,South Korea,2013,female,35-54 years,1550,8407766,18.44,1.31E+12,27060,Generation X,Asia
20575,South Korea,2013,male,15-24 years,473,3589652,13.18,1.31E+12,27060,Millenials,Asia
20576,South Korea,2013,female,15-24 years,283,3205797,8.83,1.31E+12,27060,Millenials,Asia
20577,South Korea,2013,male,5-14 years,21,2708467,0.78,1.31E+12,27060,Generation Z,Asia
20578,South Korea,2013,female,5-14 years,16,2502109,0.64,1.31E+12,27060,Generation Z,Asia
20579,South Korea,2014,male,75+ years,1090,875829,124.45,1.41E+12,29120,Silent,Asia
20580,South Korea,2014,male,55-74 years,2952,4819912,61.25,1.41E+12,29120,Boomers,Asia
20581,South Korea,2014,male,35-54 years,4085,8631486,47.33,1.41E+12,29120,Generation X,Asia
20582,South Korea,2014,female,75+ years,721,1627234,44.31,1.41E+12,29120,Silent,Asia
20583,South Korea,2014,male,25-34 years,1133,3662939,30.93,1.41E+12,29120,Millenials,Asia
20584,South Korea,2014,female,25-34 years,643,3460437,18.58,1.41E+12,29120,Millenials,Asia
20585,South Korea,2014,female,55-74 years,961,5173521,18.58,1.41E+12,29120,Boomers,Asia
20586,South Korea,2014,female,35-54 years,1506,8376722,17.98,1.41E+12,29120,Generation X,Asia
20587,South Korea,2014,male,15-24 years,453,3588494,12.62,1.41E+12,29120,Millenials,Asia
20588,South Korea,2014,female,15-24 years,257,3209671,8.01,1.41E+12,29120,Millenials,Asia
20589,South Korea,2014,male,5-14 years,22,2615352,0.84,1.41E+12,29120,Generation Z,Asia
20590,South Korea,2014,female,5-14 years,11,2424320,0.45,1.41E+12,29120,Generation Z,Asia
20591,South Korea,2015,male,75+ years,1329,944284,140.74,1.38E+12,28410,Silent,Asia
20592,South Korea,2015,male,55-74 years,3123,5071921,61.57,1.38E+12,28410,Boomers,Asia
20593,South Korea,2015,female,75+ years,750,1721418,43.57,1.38E+12,28410,Silent,Asia
20594,South Korea,2015,male,35-54 years,3678,8593620,42.8,1.38E+12,28410,Generation X,Asia
20595,South Korea,2015,male,25-34 years,988,3573299,27.65,1.38E+12,28410,Millenials,Asia
20596,South Korea,2015,female,55-74 years,990,5412589,18.29,1.38E+12,28410,Boomers,Asia
20597,South Korea,2015,female,25-34 years,572,3353452,17.06,1.38E+12,28410,Millenials,Asia
20598,South Korea,2015,female,35-54 years,1372,8337331,16.46,1.38E+12,28410,Generation X,Asia
20599,South Korea,2015,male,15-24 years,421,3580725,11.76,1.38E+12,28410,Millenials,Asia
20600,South Korea,2015,female,15-24 years,256,3211732,7.97,1.38E+12,28410,Millenials,Asia
20601,South Korea,2015,male,5-14 years,17,2523952,0.67,1.38E+12,28410,Generation Z,Asia
20602,South Korea,2015,female,5-14 years,14,2347429,0.6,1.38E+12,28410,Generation Z,Asia
20603,Romania,1989,male,75+ years,138,374100,36.89,42105263158,1973,G.I. Generation,Europe
20604,Romania,1989,male,35-54 years,734,2847600,25.78,42105263158,1973,Silent,Europe
20605,Romania,1989,male,55-74 years,470,1824900,25.75,42105263158,1973,G.I. Generation,Europe
20606,Romania,1989,male,25-34 years,333,1643900,20.26,42105263158,1973,Boomers,Europe
20607,Romania,1989,female,75+ years,69,555000,12.43,42105263158,1973,G.I. Generation,Europe
20608,Romania,1989,male,15-24 years,197,1907000,10.33,42105263158,1973,Generation X,Europe
20609,Romania,1989,female,55-74 years,189,2162500,8.74,42105263158,1973,G.I. Generation,Europe
20610,Romania,1989,female,35-54 years,237,2891300,8.2,42105263158,1973,Silent,Europe
20611,Romania,1989,female,25-34 years,67,1587400,4.22,42105263158,1973,Boomers,Europe
20612,Romania,1989,female,15-24 years,75,1830400,4.1,42105263158,1973,Generation X,Europe
20613,Romania,1989,male,5-14 years,14,1902500,0.74,42105263158,1973,Generation X,Europe
20614,Romania,1989,female,5-14 years,6,1817900,0.33,42105263158,1973,Generation X,Europe
20615,Romania,1990,male,75+ years,97,377600,25.69,38995454545,1822,G.I. Generation,Europe
20616,Romania,1990,male,55-74 years,413,1854500,22.27,38995454545,1822,G.I. Generation,Europe
20617,Romania,1990,male,35-54 years,607,2875600,21.11,38995454545,1822,Silent,Europe
20618,Romania,1990,male,25-34 years,210,1581200,13.28,38995454545,1822,Boomers,Europe
20619,Romania,1990,female,75+ years,64,566300,11.3,38995454545,1822,G.I. Generation,Europe
20620,Romania,1990,male,15-24 years,177,1966300,9,38995454545,1822,Generation X,Europe
20621,Romania,1990,female,55-74 years,196,2188100,8.96,38995454545,1822,G.I. Generation,Europe
20622,Romania,1990,female,35-54 years,167,2919600,5.72,38995454545,1822,Silent,Europe
20623,Romania,1990,female,25-34 years,57,1521500,3.75,38995454545,1822,Boomers,Europe
20624,Romania,1990,female,15-24 years,69,1887200,3.66,38995454545,1822,Generation X,Europe
20625,Romania,1990,male,5-14 years,19,1873200,1.01,38995454545,1822,Generation X,Europe
20626,Romania,1990,female,5-14 years,3,1790800,0.17,38995454545,1822,Generation X,Europe
20627,Romania,1991,male,75+ years,110,366900,29.98,28998684211,1351,G.I. Generation,Europe
20628,Romania,1991,male,55-74 years,487,1899700,25.64,28998684211,1351,Silent,Europe
20629,Romania,1991,male,35-54 years,645,2894400,22.28,28998684211,1351,Boomers,Europe
20630,Romania,1991,male,25-34 years,229,1523400,15.03,28998684211,1351,Boomers,Europe
20631,Romania,1991,female,75+ years,65,559700,11.61,28998684211,1351,G.I. Generation,Europe
20632,Romania,1991,female,55-74 years,183,2236300,8.18,28998684211,1351,Silent,Europe
20633,Romania,1991,male,15-24 years,152,2028200,7.49,28998684211,1351,Generation X,Europe
20634,Romania,1991,female,35-54 years,161,2938000,5.48,28998684211,1351,Boomers,Europe
20635,Romania,1991,female,25-34 years,60,1462900,4.1,28998684211,1351,Boomers,Europe
20636,Romania,1991,female,15-24 years,52,1946600,2.67,28998684211,1351,Generation X,Europe
20637,Romania,1991,male,5-14 years,15,1841200,0.81,28998684211,1351,Millenials,Europe
20638,Romania,1991,female,5-14 years,2,1760700,0.11,28998684211,1351,Millenials,Europe
20639,Romania,1992,male,75+ years,130,348100,37.35,25121666667,1183,G.I. Generation,Europe
20640,Romania,1992,male,55-74 years,610,1942300,31.41,25121666667,1183,Silent,Europe
20641,Romania,1992,male,35-54 years,807,2861100,28.21,25121666667,1183,Boomers,Europe
20642,Romania,1992,male,25-34 years,282,1411700,19.98,25121666667,1183,Boomers,Europe
20643,Romania,1992,female,75+ years,69,553400,12.47,25121666667,1183,G.I. Generation,Europe
20644,Romania,1992,male,15-24 years,235,2033700,11.56,25121666667,1183,Generation X,Europe
20645,Romania,1992,female,55-74 years,189,2295000,8.24,25121666667,1183,Silent,Europe
20646,Romania,1992,female,35-54 years,188,2906600,6.47,25121666667,1183,Boomers,Europe
20647,Romania,1992,female,25-34 years,58,1374900,4.22,25121666667,1183,Boomers,Europe
20648,Romania,1992,female,15-24 years,65,1959800,3.32,25121666667,1183,Generation X,Europe
20649,Romania,1992,male,5-14 years,13,1806200,0.72,25121666667,1183,Millenials,Europe
20650,Romania,1992,female,5-14 years,4,1734300,0.23,25121666667,1183,Millenials,Europe
20651,Romania,1993,male,35-54 years,943,2869900,32.86,26362894737,1237,Boomers,Europe
20652,Romania,1993,male,75+ years,101,318400,31.72,26362894737,1237,G.I. Generation,Europe
20653,Romania,1993,male,55-74 years,607,1993400,30.45,26362894737,1237,Silent,Europe
20654,Romania,1993,male,25-34 years,326,1508500,21.61,26362894737,1237,Boomers,Europe
20655,Romania,1993,female,75+ years,62,516800,12,26362894737,1237,G.I. Generation,Europe
20656,Romania,1993,male,15-24 years,197,1960800,10.05,26362894737,1237,Generation X,Europe
20657,Romania,1993,female,55-74 years,217,2366500,9.17,26362894737,1237,Silent,Europe
20658,Romania,1993,female,35-54 years,194,2917900,6.65,26362894737,1237,Boomers,Europe
20659,Romania,1993,female,25-34 years,51,1468500,3.47,26362894737,1237,Boomers,Europe
20660,Romania,1993,female,15-24 years,57,1886900,3.02,26362894737,1237,Generation X,Europe
20661,Romania,1993,male,5-14 years,17,1786000,0.95,26362894737,1237,Millenials,Europe
20662,Romania,1993,female,5-14 years,2,1714000,0.12,26362894737,1237,Millenials,Europe
20663,Romania,1994,male,75+ years,125,307900,40.6,30074440483,1406,G.I. Generation,Europe
20664,Romania,1994,male,35-54 years,993,2872400,34.57,30074440483,1406,Boomers,Europe
